# Rime user dictionary
#@/db_name	luna_pinyin
#@/db_type	userdb
#@/rime_version	1.8.5
#@/tick	7177
#@/user_id	c5dd1731-b25f-4cc2-84c6-bf1978ff09b8
a 	啊	c=3 d=0.0209629 t=7177
ge ti 	個體	c=1 d=8.09455e-14 t=7177
gei 	給	c=11 d=7.42423e-08 t=7177
gei chu 	給出	c=1 d=1.0736e-12 t=7177
gen ben 	根本	c=2 d=1.76871e-10 t=7177
geng 	更	c=6 d=0.000318274 t=7177
geng 	梗	c=1 d=3.39123e-14 t=7177
geng duo 	更多	c=1 d=1.08983e-12 t=7177
geng hao 	更好	c=4 d=0.00222785 t=7177
geng huan 	更換	c=1 d=2.91736e-08 t=7177
geng xin 	更新	c=2 d=0.0372976 t=7177
gong 	供	c=2 d=7.35868e-08 t=7177
gong 	工	c=1 d=8.65317e-05 t=7177
gong chan zhu yi 	共產主義	c=1 d=9.56323e-05 t=7177
gong cheng 	工程	c=1 d=1.18365e-13 t=7177
gong he 	共和	c=1 d=1.96979e-05 t=7177
gong ju 	工具	c=3 d=0.00494193 t=7177
gong min 	公民	c=1 d=9.35444e-10 t=7177
gong neng 	功能	c=2 d=0.433874 t=7177
gong xian 	貢獻	c=1 d=6.08411e-08 t=7177
gong xiang 	共享	c=9 d=7.18972e-06 t=7177
gong xue 	工學	c=2 d=2.74953e-12 t=7177
gong zi 	公子	c=1 d=6.22309e-09 t=7177
gong zi 	工資	c=1 d=1.10935e-15 t=7177
gong zuo 	工作	c=2 d=7.69877e-12 t=7177
gou 	夠	c=1 d=8.59509e-14 t=7177
gou cheng 	構成	c=1 d=2.22282e-15 t=7177
gou jian 	構建	c=3 d=1.0882e-15 t=7177
gou mai 	購買	c=1 d=1.03151e-12 t=7177
gu 	古	c=1 d=0.153355 t=7177
gu dai 	古代	c=14 d=0.856904 t=7177
gu dao 	孤島	c=1 d=7.58256e-10 t=7177
gu ding 	固定	c=1 d=4.62368e-14 t=7177
gu er yuan 	孤兒院	c=1 d=0.00213348 t=7177
gu ji 	古籍	c=5 d=0.445477 t=7177
gu jin 	古今	c=6 d=2.4998 t=7177
gu lao 	古老	c=1 d=2.80345e-10 t=7177
gu niang 	姑娘	c=1 d=0.715338 t=7177
gu shi 	故事	c=4 d=0.791396 t=7177
gu suan 	估算	c=1 d=1.26599e-10 t=7177
gu tai 	固態	c=1 d=0.00477195 t=7177
gu wen 	古文	c=1 d=0.242926 t=7177
gu yi 	故意	c=3 d=9.39632e-12 t=7177
gu zhe 	骨折	c=2 d=0.00484734 t=7177
gua 	掛	c=1 d=1.41685e-11 t=7177
gua deng 	掛燈	c=2 d=8.14349e-14 t=7177
guai qiao 	乖巧	c=1 d=0.748264 t=7177
guan 	冠	c=2 d=1.09094e-15 t=7177
guan cha 	觀察	c=3 d=2.52994e-10 t=7177
guan guang 	觀光	c=3 d=0.151428 t=7177
guan jian zi 	關鍵字	c=2 d=5.30621e-08 t=7177
guan kan 	觀看	c=4 d=0.017814 t=7177
guan li 	管理	c=1 d=0.00491728 t=7177
guan li qi 	管理器	c=7 d=2.89688e-05 t=7177
guan shu 	灌輸	c=1 d=2.39553e-13 t=7177
guan xi 	關係	c=7 d=1.35165e-09 t=7177
guan xi ci 	關係詞	c=1 d=6.05583e-12 t=7177
guan yu 	關於	c=3 d=4.3834e-06 t=7177
guang biao 	光標	c=3 d=2.08628e-09 t=7177
guang gao 	廣告	c=1 d=3.84211e-12 t=7177
gui dao 	軌道	c=1 d=1.77007e-12 t=7177
gui zhou 	貴州	c=1 d=3.26391e-05 t=7177
gun dong 	滾動	c=5 d=0.0144107 t=7177
guo 	過	c=9 d=0.000290843 t=7177
guo cheng 	過程	c=2 d=4.98561e-07 t=7177
guo fang 	國防	c=2 d=4.57252e-12 t=7177
guo ji 	國際	c=3 d=0.0086042 t=7177
guo jia 	國家	c=1 d=0.00263203 t=7177
guo nei 	國內	c=2 d=0.0327124 t=7177
guo nian 	過年	c=1 d=8.96139e-05 t=7177
guo qi 	國企	c=1 d=3.78362e-08 t=7177
guo qi 	國旗	c=1 d=0.0590129 t=7177
guo qi 	過期	c=1 d=3.80258e-08 t=7177
guo qu 	過去	c=1 d=1.45648e-12 t=7177
guo wai 	國外	c=3 d=0.00993835 t=7177
guo yu 	國語	c=4 d=0.819217 t=7177
ha ha 	哈哈	c=2 d=3.62526e-05 t=7177
hai 	還	c=4 d=0.101457 t=7177
hai de bao 	海德堡	c=1 d=0.0122161 t=7177
hai liang 	海量	c=1 d=8.36124e-13 t=7177
hai shi 	還是	c=3 d=0.00506739 t=7177
hai you 	還有	c=6 d=1.05911e-08 t=7177
hai zi 	孩子	c=1 d=0.0642483 t=7177
han 	含	c=1 d=0.0104099 t=7177
han 	汗	c=1 d=1.71245e-05 t=7177
han 	漢	c=1 d=0.0510474 t=7177
han fei 	悍匪	c=6 d=0.0215491 t=7177
han fei 	韓非	c=1 d=0.00289433 t=7177
han fei zi 	韓非子	c=5 d=0.724988 t=7177
han guo 	韓國	c=1 d=0.00538036 t=7177
han ni ba 	漢尼拔	c=1 d=0.045275 t=7177
han shu 	漢書	c=1 d=0.280832 t=7177
han yu 	漢語	c=12 d=1.31066 t=7177
hang 	行	c=3 d=1.90933e-10 t=7177
hao 	好	c=32 d=1.04031 t=7177
hao 	浩	c=2 d=1.91971e-08 t=7177
hao 	號	c=5 d=1.90732e-08 t=7177
hao chi 	好吃	c=1 d=1.69685e-15 t=7177
hao chu 	好處	c=2 d=0.000125712 t=7177
hao de 	好的	c=1 d=1.00882e-15 t=7177
hao kan 	好看	c=3 d=0.0030067 t=7177
hao lai wu 	好萊塢	c=1 d=0.00355287 t=7177
hao ma 	好嗎	c=1 d=1.46403e-14 t=7177
hao ma 	號碼	c=1 d=3.31606e-15 t=7177
hao miao 	毫秒	c=1 d=0.421052 t=7177
hao qi 	好奇	c=1 d=2.48044e-11 t=7177
hao wan 	好玩	c=1 d=9.68764e-10 t=7177
hao xiang 	好像	c=2 d=7.21189e-06 t=7177
hao yong 	好用	c=1 d=4.59984e-12 t=7177
he 	合	c=1 d=2.38399e-15 t=7177
he 	和	c=41 d=0.811545 t=7177
he 	河	c=1 d=0.198891 t=7177
he chu 	何處	c=3 d=8.11232e-16 t=7177
he dan 	核彈	c=1 d=7.62057e-10 t=7177
he dong 	河東	c=6 d=1.32028 t=7177
he ju 	合局	c=1 d=3.33268e-15 t=7177
he ni 	和你	c=2 d=0.0018363 t=7177
hei ke 	黑客	c=12 d=0.0184842 t=7177
hei se 	黑色	c=1 d=1.42052e-12 t=7177
hen 	很	c=16 d=0.00218725 t=7177
hen da 	很大	c=1 d=0.000510561 t=7177
hen duo 	很多	c=7 d=0.000448335 t=7177
hen shao 	很少	c=2 d=0.00234188 t=7177
hen you 	很有	c=1 d=3.51991e-11 t=7177
heng heng 	哼哼	c=1 d=1.79682e-12 t=7177
hong 	宏	c=1 d=0.83527 t=7177
hou 	後	c=9 d=0.628179 t=7177
hu 	胡	c=6 d=0.504832 t=7177
hu jin tao 	胡錦濤	c=2 d=0.000107498 t=7177
hu jing tao 	胡驚濤	c=2 d=0.00019518 t=7177
hu lian wang 	互聯網	c=2 d=2.14155e-09 t=7177
hu shi 	護士	c=1 d=2.27243e-10 t=7177
hu yan 	護眼	c=1 d=3.84276e-14 t=7177
hua 	化	c=2 d=6.02851e-10 t=7177
hua 	畫	c=5 d=0.137396 t=7177
hua 	花	c=3 d=1.55316e-06 t=7177
hua 	話	c=11 d=0.0356174 t=7177
hua fei 	話費	c=1 d=1.4093e-07 t=7177
hua hua 	畫畫	c=2 d=2.10023e-10 t=7177
hua jia 	畫家	c=2 d=5.76401e-10 t=7177
hua juan 	畫卷	c=2 d=0.27273 t=7177
hua le 	花了	c=2 d=2.6429e-06 t=7177
hua mian 	畫面	c=2 d=3.13593e-05 t=7177
hua tu 	畫圖	c=1 d=1.73473e-10 t=7177
hua wei 	華爲	c=6 d=0.0670727 t=7177
hua xu 	花絮	c=1 d=0.839457 t=7177
huai 	壞	c=1 d=5.35808e-13 t=7177
huai chu 	壞處	c=1 d=1.17411e-06 t=7177
huai de 	壞的	c=1 d=1.3821e-13 t=7177
huai yi 	懷疑	c=5 d=0.000374214 t=7177
huan jing 	環境	c=1 d=2.83847e-09 t=7177
huan suan 	換算	c=2 d=4.79219e-05 t=7177
huang hai 	黃海	c=2 d=1.04673 t=7177
huang se 	黃色	c=3 d=3.54658e-09 t=7177
hui 	回	c=1 d=8.87222e-05 t=7177
hui 	會	c=20 d=0.0881656 t=7177
hui da 	回答	c=10 d=2.28578e-08 t=7177
hui dao 	回到	c=11 d=0.00928336 t=7177
hui fu 	回覆	c=1 d=4.95978e-16 t=7177
hui fu 	恢復	c=1 d=6.03917e-09 t=7177
hui gui 	回歸	c=1 d=4.58562e-05 t=7177
hui lv 	匯率	c=1 d=1.93078e-05 t=7177
hui min 	惠民	c=5 d=0.000372588 t=7177
hui zai 	會在	c=1 d=1.13666e-07 t=7177
huo 	活	c=2 d=4.60861e-05 t=7177
huo de 	活得	c=1 d=0.000189713 t=7177
huo de 	獲得	c=2 d=4.84075e-06 t=7177
huo jian 	火箭	c=0 d=0.00834038 t=7177
huo jian jun 	火箭軍	c=1 d=0.0471227 t=7177
huo jian jun 	火箭鈞	c=1 d=0.0366992 t=7177
huo po 	活潑	c=1 d=2.12906e-08 t=7177
huo qu 	獲取	c=2 d=8.7575e-09 t=7177
huo xu 	或許	c=1 d=1.04439e-11 t=7177
huo zhe 	或者	c=9 d=1.208e-05 t=7177
ji 	及	c=1 d=8.85384e-10 t=7177
ji 	稽	c=1 d=0.228779 t=7177
ji 	紀	c=1 d=0.000209665 t=7177
ji 	雞	c=2 d=6.9395e-08 t=7177
ji ben 	基本	c=3 d=6.56693e-15 t=7177
ji cheng 	繼承	c=2 d=0.400517 t=7177
ji chu 	基礎	c=1 d=0.0176857 t=7177
ji cun qi 	寄存器	c=1 d=1.13941e-06 t=7177
ji du 	緝毒	c=2 d=0.0190281 t=7177
ji fei 	計費	c=1 d=3.29783e-09 t=7177
ji ge 	幾個	c=1 d=0.000131041 t=7177
ji hang 	幾行	c=1 d=2.43637e-06 t=7177
ji hao 	幾號	c=1 d=2.89483e-05 t=7177
ji hu 	幾乎	c=1 d=0.000455097 t=7177
ji hui 	忌諱	c=1 d=1.64614e-11 t=7177
ji hui 	機會	c=1 d=0.000100034 t=7177
ji huo 	激活	c=2 d=1.34835e-08 t=7177
ji jie 	集解	c=5 d=1.09599 t=7177
ji jin 	基金	c=1 d=0.0824965 t=7177
ji ke 	即可	c=2 d=9.35812e-09 t=7177
ji kuan 	幾款	c=1 d=4.87084e-09 t=7177
ji lu 	記錄	c=1 d=0.818731 t=7177
ji qi 	機器	c=3 d=3.67638e-13 t=7177
ji ran 	既然	c=3 d=1.64223e-11 t=7177
ji shi 	及時	c=1 d=1.57018e-14 t=7177
ji shu 	技術	c=1 d=1.19803e-08 t=7177
ji shu qi 	計數器	c=1 d=6.92994e-10 t=7177
ji suan 	計算	c=3 d=0.0861864 t=7177
ji suan ji 	計算機	c=3 d=0.127542 t=7177
ji xiang 	幾項	c=1 d=6.15907e-05 t=7177
ji xu 	繼續	c=6 d=4.78868e-09 t=7177
ji yu 	基於	c=2 d=4.99424e-09 t=7177
ji yuan 	紀元	c=1 d=1.86437e-05 t=7177
ji zhong 	幾種	c=3 d=1.69655e-06 t=7177
jia 	加	c=3 d=1.33734e-08 t=7177
jia 	家	c=1 d=8.9167e-05 t=7177
jia da 	加大	c=1 d=1.12264e-08 t=7177
jia ge 	價格	c=2 d=3.09032e-09 t=7177
jia na da 	加拿大	c=1 d=1.00796e-05 t=7177
jia ru 	假如	c=2 d=2.79574e-07 t=7177
jia shang 	加上	c=2 d=1.83866e-09 t=7177
jia ting 	家庭	c=1 d=0.0675424 t=7177
jia tong 	家童	c=1 d=0.0672055 t=7177
jia zhi 	價值	c=3 d=0.00168952 t=7177
jian 	見	c=2 d=0.108409 t=7177
jian cha 	檢查	c=4 d=3.91038e-08 t=7177
jian cheng 	簡稱	c=2 d=0.484329 t=7177
jian dan 	簡單	c=5 d=8.61601e-06 t=7177
jian guo 	見過	c=2 d=2.50113e-07 t=7177
jian hua 	簡化	c=1 d=2.39594e-15 t=7177
jian jie 	簡介	c=1 d=2.2167e-12 t=7177
jian li 	建立	c=2 d=0.00129535 t=7177
jian ming 	簡明	c=1 d=0.351692 t=7177
jian pan 	鍵盤	c=5 d=1.74966e-05 t=7177
jian pao 	艦炮	c=1 d=0.0569831 t=7177
jian qie 	剪切	c=6 d=1.66123e-06 t=7177
jian qie ban 	剪切版	c=9 d=1.29626e-05 t=7177
jian she 	建設	c=1 d=0.293758 t=7177
jian ti 	簡體	c=4 d=0.348985 t=7177
jian ting 	監聽	c=1 d=1.07917e-14 t=7177
jian yi 	建議	c=6 d=0.0596095 t=7177
jiang 	江	c=1 d=0.000162473 t=7177
jiang 	講	c=1 d=0.529935 t=7177
jiang luo 	降落	c=1 d=8.13236e-10 t=7177
jiang yi 	講義	c=1 d=4.48627e-12 t=7177
jiao 	叫	c=1 d=7.99468e-15 t=7177
jiao ben 	腳本	c=12 d=2.64665e-09 t=7177
jiao cai 	教材	c=4 d=0.0369945 t=7177
jiao cheng 	教程	c=14 d=0.131931 t=7177
jiao dao 	教導	c=1 d=7.85265e-10 t=7177
jiao du 	角度	c=3 d=9.9544e-09 t=7177
jiao hu 	交互	c=6 d=8.35027e-06 t=7177
jiao liu 	交流	c=3 d=2.08655e-06 t=7177
jiao xue 	教學	c=1 d=0.0177743 t=7177
jiao xun 	教訓	c=1 d=1.60523e-09 t=7177
jiao yu 	教育	c=2 d=0.0961371 t=7177
jiao zhan 	交戰	c=3 d=6.00675e-10 t=7177
jiao zhuang 	膠裝	c=1 d=0.0939493 t=7177
jie 	解	c=1 d=0.165299 t=7177
jie chu 	解除	c=2 d=1.02901e-09 t=7177
jie duan 	階段	c=1 d=1.90696e-06 t=7177
jie guo 	結果	c=4 d=8.11694e-05 t=7177
jie ju 	結局	c=1 d=0.000244817 t=7177
jie jue 	解決	c=2 d=7.80752e-12 t=7177
jie kou 	接口	c=1 d=1.84263e-14 t=7177
jie lun 	結論	c=3 d=6.56943e-11 t=7177
jie mian 	界面	c=1 d=1.9906e-11 t=7177
jie shao 	介紹	c=5 d=7.80456e-06 t=7177
jie shi 	解釋	c=5 d=0.166137 t=7177
jie shuo 	解說	c=1 d=2.03572e-10 t=7177
jie wei 	結尾	c=1 d=1.85571e-09 t=7177
jie xi 	解析	c=1 d=5.03217e-10 t=7177
jie xi ci 	介系詞	c=1 d=1.12302e-12 t=7177
jin 	近	c=2 d=0.00157264 t=7177
jin 	金	c=2 d=1.91002e-10 t=7177
jin bu 	進步	c=1 d=5.62896e-05 t=7177
jin du 	禁毒	c=1 d=1.03865e-05 t=7177
jin ji 	緊急	c=1 d=0.00362464 t=7177
jin jin 	僅僅	c=1 d=3.09082e-11 t=7177
jin liang 	儘量	c=3 d=5.15429e-06 t=7177
jin tian 	今天	c=1 d=5.05997e-16 t=7177
jin xing 	進行	c=3 d=0.290835 t=7177
jing 	經	c=17 d=0.327614 t=7177
jing chang 	經常	c=1 d=5.36921e-08 t=7177
jing dian 	經典	c=1 d=0.00546167 t=7177
jing dong 	京東	c=4 d=0.0935088 t=7177
jing gao 	警告	c=1 d=4.39519e-06 t=7177
jing guo 	經過	c=1 d=4.63407e-11 t=7177
jing jie 	境界	c=1 d=1.07342e-10 t=7177
jing li 	精力	c=3 d=0.000700993 t=7177
jing li 	經歷	c=2 d=2.36122e-07 t=7177
jing liang 	精良	c=1 d=3.11276e-06 t=7177
jing mei 	精美	c=1 d=4.20322e-10 t=7177
jing que 	精確	c=1 d=5.00707e-10 t=7177
jing shi tong yan 	警世通言	c=1 d=0.0735345 t=7177
jing tao 	驚濤	c=0 d=5.91757e-06 t=7177
jing xin 	精心	c=1 d=5.08101e-06 t=7177
jing yan 	經驗	c=1 d=5.21141e-10 t=7177
jing zhuan 	經傳	c=1 d=1.37427e-05 t=7177
jiu 	久	c=5 d=0.0240138 t=7177
jiu 	九	c=1 d=1.00378e-15 t=7177
jiu 	就	c=19 d=0.0470142 t=7177
jiu niu yi mao 	九牛一毛	c=1 d=7.41449e-11 t=7177
jiu shi 	九十	c=1 d=0.0238732 t=7177
jiu shi 	就是	c=4 d=3.63766e-06 t=7177
jiu xiang 	就像	c=2 d=8.84731e-07 t=7177
jiu xiang hang 	就像行	c=1 d=1.72162e-09 t=7177
ju 	劇	c=2 d=0.00456813 t=7177
ju 	句	c=8 d=0.827064 t=7177
ju bao 	舉報	c=1 d=1.27541e-09 t=7177
ju da 	巨大	c=2 d=0.0689068 t=7177
ju hui 	聚會	c=0 d=9.54503e-13 t=7177
ju jue 	拒絕	c=1 d=4.75219e-13 t=7177
ju ran 	居然	c=1 d=1.213e-07 t=7177
ju shou 	句首	c=1 d=4.76449e-14 t=7177
ju ti 	具體	c=1 d=5.59119e-14 t=7177
ju xian 	侷限	c=1 d=4.06916e-11 t=7177
ju xing 	句型	c=3 d=6.46308e-15 t=7177
jue 	覺	c=1 d=0.00121866 t=7177
jue de 	覺得	c=15 d=0.00115526 t=7177
jue dui 	絕對	c=3 d=0.000177953 t=7177
jue jin 	掘金	c=1 d=6.09986e-09 t=7177
jun 	俊	c=2 d=0.0513361 t=7177
jun 	均	c=1 d=3.21532e-05 t=7177
jun 	軍	c=1 d=0.0415719 t=7177
jun 	鈞	c=2 d=0.0368908 t=7177
jun qing 	軍情	c=3 d=1.67568e-08 t=7177
jun shi 	軍事	c=2 d=1.68359e-08 t=7177
ka 	卡	c=1 d=2.88834e-08 t=7177
ka fei 	咖啡	c=1 d=1.29134e-08 t=7177
kai fa 	開發	c=2 d=0.622305 t=7177
kai ji 	開機	c=1 d=1.70948e-14 t=7177
kai pao 	開炮	c=1 d=2.48686e-12 t=7177
kai tong 	開通	c=1 d=3.4153e-09 t=7177
kai yao 	開藥	c=1 d=6.08722e-14 t=7177
kan 	看	c=13 d=0.216911 t=7177
kan dao 	看到	c=1 d=8.6367e-12 t=7177
kan fa 	看法	c=4 d=2.35524e-06 t=7177
kan ma 	看嗎	c=1 d=3.39711e-05 t=7177
kao 	靠	c=1 d=3.66419e-13 t=7177
kao bei 	拷貝	c=7 d=2.84987e-06 t=7177
kao gu 	考古	c=1 d=0.0328764 t=7177
kao lv 	考慮	c=1 d=0.00135358 t=7177
ke ai 	可愛	c=1 d=0.759572 t=7177
ke ban 	刻板	c=3 d=0.619464 t=7177
ke cheng 	課程	c=1 d=0.00179097 t=7177
ke fu 	客服	c=1 d=1.70391e-05 t=7177
ke guan 	客觀	c=2 d=8.73229e-11 t=7177
ke neng 	可能	c=7 d=8.37316e-07 t=7177
ke shu 	可數	c=2 d=1.01194e-14 t=7177
ke shu 	棵樹	c=1 d=4.99669e-15 t=7177
ke xuan 	可選	c=1 d=4.67015e-14 t=7177
ke yi 	可以	c=41 d=0.109567 t=7177
ke yong 	可用	c=1 d=3.65597e-16 t=7177
ken 	肯	c=4 d=0.0584257 t=7177
keng 	坑	c=1 d=0.0207543 t=7177
kong ge 	空格	c=1 d=5.90329e-06 t=7177
kong jian 	空間	c=3 d=0.0142045 t=7177
kong tiao 	空調	c=1 d=0.000305061 t=7177
kou 	釦	c=6 d=1.00911e-14 t=7177
ku 	庫	c=0 d=3.22474e-11 t=7177
ku 	褲	c=1 d=1.28136e-05 t=7177
ku wa 	褲襪	c=1 d=1.33366e-05 t=7177
kua 	跨	c=2 d=4.0273e-07 t=7177
kua yu 	跨與	c=1 d=5.32864e-07 t=7177
kuai 	快	c=1 d=6.49271e-08 t=7177
kuai di 	快遞	c=3 d=0.20471 t=7177
kuai jie 	快捷	c=2 d=0.0127834 t=7177
kuai jie jian 	快捷鍵	c=11 d=3.8057e-06 t=7177
kuan 	款	c=1 d=5.61539e-06 t=7177
kuang 	框	c=4 d=0.283654 t=7177
kuang jia 	框架	c=2 d=0.0120946 t=7177
kun nan 	困難	c=1 d=0.00105417 t=7177
la bu la duo 	拉布拉多	c=3 d=1.46903e-09 t=7177
la ji 	垃圾	c=3 d=0.00798652 t=7177
lai 	來	c=6 d=0.00254588 t=7177
lai hui 	來回	c=1 d=8.44239e-09 t=7177
lai ke 	來客	c=1 d=1.20674e-05 t=7177
lan 	爛	c=1 d=1.30184e-15 t=7177
lan jie 	攔截	c=1 d=3.82295e-12 t=7177
lang fei 	浪費	c=2 d=1.1234e-07 t=7177
lao 	老	c=2 d=3.08924e-05 t=7177
lao ban 	老闆	c=1 d=0.0997588 t=7177
lao bing 	老兵	c=14 d=0.107429 t=7177
lao di 	老弟	c=2 d=1.4596 t=7177
lao dong 	勞動	c=1 d=6.32036e-15 t=7177
lao gao 	老高	c=3 d=5.17203e-09 t=7177
lao nian 	老年	c=1 d=0.0753961 t=7177
lao nian 	老蔫	c=1 d=0.07502 t=7177
lao shi 	老是	c=1 d=2.21136e-13 t=7177
lao wai 	老外	c=1 d=5.61825e-12 t=7177
lao zi 	老子	c=1 d=7.60219e-11 t=7177
le 	了	c=43 d=0.867564 t=7177
lei 	累	c=2 d=1.3127e-05 t=7177
lei 	類	c=2 d=1.96758e-13 t=7177
lei si 	類似	c=3 d=6.6718e-09 t=7177
lei xing 	類型	c=1 d=2.3485e-15 t=7177
leng mo 	冷漠	c=1 d=8.01265e-12 t=7177
li 	李	c=36 d=0.901536 t=7177
li 	立	c=3 d=1.45224e-11 t=7177
li 	裏	c=7 d=1.42366e-05 t=7177
li gong 	理工	c=2 d=3.55673e-08 t=7177
li hai 	厲害	c=2 d=3.56008e-11 t=7177
li jie 	理解	c=1 d=9.66427e-11 t=7177
li la 	里拉	c=1 d=0.722527 t=7177
li liang 	力量	c=1 d=4.3755e-12 t=7177
li mian 	裏面	c=7 d=7.77859e-06 t=7177
li ru 	例如	c=8 d=2.72359e-06 t=7177
li shi 	歷史	c=9 d=0.703817 t=7177
li ti 	立體	c=1 d=1.15145e-12 t=7177
li xiang 	理想	c=1 d=1.07638e-13 t=7177
li xing 	理性	c=1 d=1.08178e-13 t=7177
li yi 	利益	c=1 d=4.02935e-13 t=7177
li yi 	李毅	c=25 d=1.21835 t=7177
li yi 	禮儀	c=1 d=0.231078 t=7177
li yong 	利用	c=1 d=1.66297e-13 t=7177
li you 	理由	c=3 d=3.85947e-06 t=7177
li zi 	例子	c=1 d=0.00129402 t=7177
lian jie 	連接	c=1 d=4.30889e-08 t=7177
lian jie 	鏈接	c=7 d=9.93636e-08 t=7177
lian xi 	聯繫	c=2 d=3.12899e-08 t=7177
liang 	亮	c=1 d=0.179964 t=7177
liang 	量	c=1 d=1.18918e-09 t=7177
liang ge 	兩個	c=2 d=3.65779e-06 t=7177
liang hao 	良好	c=1 d=4.85744e-06 t=7177
liang xin 	良心	c=1 d=2.93958e-09 t=7177
liang zhong 	兩種	c=2 d=7.70027e-07 t=7177
liao 	聊	c=1 d=6.93112e-12 t=7177
liao tian 	聊天	c=2 d=0.00184551 t=7177
lin 	林	c=9 d=0.0474495 t=7177
ling wai 	另外	c=3 d=6.93721e-06 t=7177
liu 	劉	c=3 d=0.549451 t=7177
liu 	柳	c=6 d=1.31451 t=7177
liu 	流	c=1 d=1.07065e-09 t=7177
liu chang 	流暢	c=4 d=7.05e-06 t=7177
liu cheng 	流程	c=1 d=6.41588e-15 t=7177
liu cheng tu 	流程圖	c=3 d=3.8794e-08 t=7177
liu dan pao 	榴彈炮	c=1 d=2.51185e-12 t=7177
liu lan qi 	瀏覽器	c=6 d=0.012537 t=7177
liu liang 	流量	c=2 d=2.24056e-09 t=7177
liu xing 	流行	c=1 d=6.08825e-16 t=7177
lo 	咯	c=0 d=1.86019e-09 t=7177
lu 	擼	c=1 d=3.49272e-08 t=7177
lu 	盧	c=2 d=1.71743e-08 t=7177
lu 	路	c=1 d=0.00125578 t=7177
lu ke wen 	陸克文	c=1 d=5.7595e-10 t=7177
lu you 	路由	c=2 d=8.0464e-12 t=7177
lun 	論	c=11 d=2.55019 t=7177
lun dao 	輪到	c=3 d=0.0126512 t=7177
lun li 	倫理	c=3 d=2.32303e-05 t=7177
lun shu 	論述	c=1 d=6.64215e-11 t=7177
lun tai 	輪胎	c=1 d=0.0081887 t=7177
lun tan 	論壇	c=1 d=1.73502e-12 t=7177
luo 	裸	c=3 d=1.66945e-11 t=7177
luo dao 	落到	c=2 d=0.000204337 t=7177
luo ji 	邏輯	c=6 d=5.45876e-06 t=7177
luo shi 	落實	c=2 d=0.00010967 t=7177
luo ti 	裸體	c=1 d=1.12516e-05 t=7177
lv 	綠	c=1 d=3.6813e-09 t=7177
lv guan 	旅館	c=1 d=0.0303487 t=7177
lv xing 	旅行	c=3 d=2.14768 t=7177
ma 	嗎	c=82 d=0.737597 t=7177
ma la song 	馬拉松	c=1 d=1.00293e-05 t=7177
ma ma 	媽媽	c=2 d=5.24111e-05 t=7177
ma pi jing 	馬屁精	c=1 d=3.9879e-09 t=7177
ma yun 	馬雲	c=2 d=1.78532e-10 t=7177
mai 	買	c=5 d=0.369392 t=7177
mai 	賣	c=1 d=0.117655 t=7177
man bu 	漫步	c=1 d=2.19883e-05 t=7177
man hua 	漫畫	c=1 d=1.22498e-05 t=7177
man zu 	滿足	c=1 d=3.80323e-10 t=7177
mao 	毛	c=1 d=5.57296e-05 t=7177
mao dun 	矛盾	c=5 d=3.70529e-06 t=7177
mao pei 	毛坯	c=1 d=0.000330468 t=7177
mei 	每	c=3 d=0.819932 t=7177
mei 	沒	c=17 d=0.102676 t=7177
mei ci 	每次	c=2 d=4.36646e-08 t=7177
mei cuo 	沒錯	c=1 d=0.000173384 t=7177
mei di 	美的	c=1 d=0.000342239 t=7177
mei guo 	美國	c=6 d=0.00341356 t=7177
mei li 	美麗	c=3 d=0.70822 t=7177
mei man 	美滿	c=1 d=0.744532 t=7177
mei ri 	每日	c=2 d=1.05189e-09 t=7177
mei shen me 	沒什麼	c=1 d=7.19168e-05 t=7177
mei tian 	每天	c=2 d=9.61228e-15 t=7177
mei yi ge 	每一個	c=2 d=0.0623495 t=7177
mei you 	沒有	c=19 d=0.257357 t=7177
meng 	夢	c=1 d=0.0151463 t=7177
meng zi 	孟子	c=5 d=3.45095 t=7177
mi ni 	迷你	c=2 d=0.0358412 t=7177
mian 	麪	c=1 d=1.13999e-12 t=7177
mian dian 	緬甸	c=3 d=0.0522435 t=7177
mian fei 	免費	c=1 d=1.83344e-14 t=7177
miao 	秒	c=1 d=0.25924 t=7177
miao shu 	描述	c=1 d=1.19844e-12 t=7177
miao shu 	秒數	c=1 d=0.264477 t=7177
min 	民	c=2 d=0.000100535 t=7177
min yao 	民謠	c=1 d=3.91906e-10 t=7177
ming 	命	c=2 d=0.000186082 t=7177
ming bai 	明白	c=2 d=6.88331e-11 t=7177
ming ci 	名詞	c=14 d=1.43301e-11 t=7177
ming ling 	命令	c=11 d=0.00499164 t=7177
ming xian 	明顯	c=2 d=0.000137084 t=7177
ming zi 	名字	c=3 d=8.23131e-05 t=7177
mo fa shi 	魔法師	c=1 d=1.90204e-05 t=7177
mo huan 	魔幻	c=1 d=0.0315873 t=7177
mo li hua 	茉莉花	c=1 d=0.00292342 t=7177
mo ren 	默認	c=8 d=8.18529e-06 t=7177
mo ri 	末日	c=1 d=9.49258e-06 t=7177
mo sheng 	陌生	c=1 d=1.19474e-05 t=7177
mo shu shi 	魔術師	c=1 d=1.66643e-08 t=7177
mo wei 	末尾	c=1 d=1.16322e-14 t=7177
mou 	某	c=1 d=4.31931e-07 t=7177
mou ge 	某個	c=4 d=8.00716e-07 t=7177
mu 	木	c=0 d=0.0158025 t=7177
mu biao 	目標	c=1 d=4.14064e-10 t=7177
