# Rime user dictionary
#@/db_name	luna_pinyin
#@/db_type	userdb
#@/rime_version	1.8.5
#@/tick	7177
#@/user_id	c5dd1731-b25f-4cc2-84c6-bf1978ff09b8
a 	啊	c=3 d=0.0209629 t=7177
mu deng 	木凳	c=1 d=9.97928e-06 t=7177
mu di 	目的	c=3 d=8.4558e-07 t=7177
mu ji 	母雞	c=3 d=0.00484257 t=7177
mu ke ban 	木刻板	c=1 d=0.158817 t=7177
mu lu 	目錄	c=2 d=6.33355e-10 t=7177
mu yu 	母語	c=1 d=0.000911882 t=7177
na 	哪	c=2 d=0.0256042 t=7177
na 	那	c=18 d=0.113609 t=7177
na ge 	哪個	c=4 d=0.275312 t=7177
na ge 	那個	c=1 d=1.21659e-12 t=7177
na li 	哪裏	c=2 d=9.29406e-11 t=7177
na me 	那麼	c=4 d=0.000112788 t=7177
na xie 	哪些	c=17 d=0.00685449 t=7177
na yang 	那樣	c=1 d=1.77405e-09 t=7177
nan 	男	c=2 d=3.57455e-08 t=7177
nan shan 	南山	c=1 d=0.00831246 t=7177
nan zu 	男足	c=1 d=1.27606e-15 t=7177
ne 	呢	c=28 d=0.224658 t=7177
nei 	內	c=2 d=4.27676e-07 t=7177
neng 	能	c=20 d=0.0283024 t=7177
neng bai 	能白	c=1 d=1.02584e-06 t=7177
neng li 	能力	c=3 d=0.00193045 t=7177
ni 	你	c=137 d=0.00542091 t=7177
ni 	尼	c=1 d=0.767206 t=7177
ni de 	你的	c=1 d=0.640824 t=7177
ni hao 	你好	c=12 d=0.000413894 t=7177
ni ma 	你媽	c=3 d=9.30953e-08 t=7177
ni men 	你們	c=7 d=0.432292 t=7177
ni wo 	你我	c=3 d=3.30073e-11 t=7177
nian 	年	c=1 d=0.000119762 t=7177
nian tie 	粘貼	c=3 d=6.24255e-07 t=7177
niao ge 	鳥哥	c=3 d=0.0486114 t=7177
nie pan 	涅磐	c=1 d=5.80434e-13 t=7177
nin 	您	c=1 d=0.000626727 t=7177
niu 	牛	c=1 d=0.00384878 t=7177
nu yi 	奴役	c=1 d=6.52859e-14 t=7177
nv bing 	女兵	c=1 d=1.73443e-08 t=7177
nv er 	女兒	c=1 d=0.752014 t=7177
nv ren 	女人	c=1 d=7.3255e-16 t=7177
nv sheng 	女生	c=1 d=3.97829e-10 t=7177
nv wu 	女巫	c=2 d=1.54784e-09 t=7177
o 	哦	c=1 d=9.19138e-09 t=7177
ou 	歐	c=3 d=1.85483e-08 t=7177
ou ken 	歐肯	c=1 d=1.89463e-08 t=7177
ou lu 	歐陸	c=1 d=4.90792e-10 t=7177
ou ran 	偶然	c=1 d=5.7337e-16 t=7177
ou shu 	偶數	c=1 d=0.499074 t=7177
ou tu 	嘔吐	c=0 d=1.86019e-09 t=7177
ou tu lo ou ken 	嘔吐咯歐肯	c=1 d=1.86952e-08 t=7177
pa 	怕	c=1 d=0.000109455 t=7177
pa shan 	爬山	c=7 d=3.82995e-09 t=7177
pai xu 	排序	c=1 d=2.56172e-08 t=7177
pan 	盤	c=1 d=0.0057417 t=7177
pan duan 	判斷	c=4 d=0.491644 t=7177
pang da 	龐大	c=1 d=3.20865e-10 t=7177
pao kai 	拋開	c=1 d=5.80335e-11 t=7177
pei zhi 	配置	c=22 d=0.0085943 t=7177
peng 	碰	c=2 d=0.000156207 t=7177
pian 	片	c=1 d=0.822835 t=7177
pian 	騙	c=2 d=2.82636e-09 t=7177
pian duan 	片段	c=2 d=1.16718e-06 t=7177
pian yu 	片語	c=4 d=1.58471e-12 t=7177
piao 	嫖	c=1 d=1.72966e-05 t=7177
piao liang 	漂亮	c=2 d=2.59681e-12 t=7177
pin 	拼	c=1 d=1.67017e-05 t=7177
pin fu 	貧富	c=1 d=5.90832e-16 t=7177
pin lv 	頻率	c=1 d=8.5907e-08 t=7177
pin pai 	品牌	c=1 d=1.17795e-15 t=7177
ping 	平	c=1 d=0.00158052 t=7177
ping hua 	平滑	c=1 d=8.17173e-08 t=7177
ping jia 	評價	c=1 d=3.00775e-14 t=7177
ping jun 	平均	c=2 d=3.10312e-14 t=7177
ping mu 	屏幕	c=2 d=5.55719e-14 t=7177
po jie ban 	破解版	c=1 d=0.0911727 t=7177
po li 	魄力	c=2 d=0.000250808 t=7177
po qie 	迫切	c=1 d=4.79914e-11 t=7177
pu ti 	菩提	c=4 d=0.00108882 t=7177
pu ti shu 	菩提樹	c=1 d=1.52772e-15 t=7177
pu tong 	普通	c=1 d=0.0632918 t=7177
qi 	器	c=2 d=0.0222599 t=7177
qi dong 	啓動	c=2 d=3.39395e-14 t=7177
qi fen 	氣憤	c=1 d=1.35381e-05 t=7177
qi pian 	欺騙	c=1 d=1.84708e-13 t=7177
qi shi 	其實	c=2 d=4.13851e-13 t=7177
qi shi ju 	祈使句	c=1 d=2.29566e-12 t=7177
qi ta 	其它	c=12 d=3.74273e-06 t=7177
qi zhong 	其中	c=4 d=5.71481e-07 t=7177
qian 	前	c=1 d=0.00202943 t=7177
qian 	錢	c=1 d=4.10084e-14 t=7177
qian duan 	前端	c=4 d=7.5805e-08 t=7177
qian tao 	嵌套	c=1 d=2.1939e-08 t=7177
qian wan 	千萬	c=1 d=0.0203434 t=7177
qian yan 	前言	c=1 d=0.486752 t=7177
qiang 	強	c=2 d=0.000163302 t=7177
qiang 	搶	c=1 d=0.00491686 t=7177
qiang jie 	搶劫	c=1 d=0.00390694 t=7177
qiang mian 	牆面	c=1 d=0.000338834 t=7177
qiang xing 	強行	c=1 d=1.84137e-06 t=7177
qiang yin hang 	搶銀行	c=1 d=0.00514361 t=7177
qie 	切	c=3 d=0.0270721 t=7177
qie chu 	切除	c=1 d=0.0306538 t=7177
qie ge 	切割	c=1 d=0.22313 t=7177
qie huan 	切換	c=4 d=1.61768e-07 t=7177
qin 	親	c=1 d=0.128093 t=7177
qing 	請	c=4 d=6.98628e-11 t=7177
qing gan 	情感	c=4 d=4.42542e-11 t=7177
qing kuang 	情況	c=2 d=1.23949e-06 t=7177
qing ming 	清明	c=1 d=2.34164e-10 t=7177
qiu 	求	c=2 d=3.36832e-11 t=7177
qiu 	邱	c=1 d=1.98546e-10 t=7177
qu 	去	c=12 d=7.61482e-06 t=7177
qu bie 	區別	c=5 d=0.0099335 t=7177
qu dong 	驅動	c=1 d=1.89352e-11 t=7177
quan 	全	c=9 d=9.16982e-10 t=7177
quan bu 	全部	c=1 d=3.25039e-15 t=7177
quan cheng 	全稱	c=1 d=4.89775e-15 t=7177
quan guo 	全國	c=1 d=8.48182e-05 t=7177
quan li 	權利	c=2 d=4.84436e-13 t=7177
quan ping 	全屏	c=2 d=9.52424e-08 t=7177
quan qiu 	全球	c=1 d=6.40041e-16 t=7177
quan wei 	權威	c=1 d=0.000464291 t=7177
que 	卻	c=1 d=1.18e-06 t=7177
que bao 	確保	c=1 d=3.96937e-13 t=7177
que shao 	缺少	c=1 d=0.00018046 t=7177
qun zhong 	羣衆	c=1 d=0.000156102 t=7177
ran hou 	然後	c=3 d=2.86703e-09 t=7177
rang 	讓	c=7 d=0.00133937 t=7177
re 	熱	c=0 d=2.24516e-16 t=7177
re du 	熱度	c=1 d=1.21991e-15 t=7177
ren 	人	c=54 d=0.821692 t=7177
ren 	忍	c=1 d=1.08964e-10 t=7177
ren 	認	c=1 d=1.09511e-10 t=7177
ren gong 	人工	c=3 d=8.9292e-08 t=7177
ren gong zhi neng 	人工智能	c=1 d=4.50952e-14 t=7177
ren he 	任何	c=4 d=1.00885e-06 t=7177
ren jia 	人家	c=1 d=0.063609 t=7177
ren jian 	人間	c=1 d=0.878095 t=7177
ren lei 	人類	c=9 d=1.56777e-09 t=7177
ren men 	人們	c=6 d=0.886929 t=7177
ren min 	人民	c=1 d=0.891366 t=7177
ren min bi 	人民幣	c=1 d=0.771052 t=7177
ren ne 	人呢	c=1 d=1.28512e-10 t=7177
ren pin 	人品	c=1 d=6.73909e-05 t=7177
ren sheng 	人生	c=3 d=0.000830839 t=7177
ren shuo 	人說	c=1 d=1.16563e-09 t=7177
ren ti 	人體	c=3 d=5.4569e-12 t=7177
ren wei 	人爲	c=1 d=1.18305e-07 t=7177
ren wei 	認爲	c=4 d=1.16673e-07 t=7177
ren yi 	任意	c=1 d=4.44012e-08 t=7177
ren yu 	人與	c=2 d=0.000638212 t=7177
ren zhi 	認知	c=1 d=4.17217e-11 t=7177
ri ben 	日本	c=3 d=0.0602441 t=7177
ri chang 	日常	c=3 d=0.0220393 t=7177
rong yi 	容易	c=2 d=2.07962e-06 t=7177
rou 	肉	c=2 d=0.252852 t=7177
rou xing 	柔性	c=2 d=7.59007e-14 t=7177
ru 	入	c=1 d=5.77539e-13 t=7177
ru 	如	c=1 d=5.5042e-06 t=7177
ru ci 	如此	c=4 d=8.10378e-11 t=7177
ru gou 	乳溝	c=1 d=4.7375e-06 t=7177
ru guo 	如果	c=30 d=0.00205908 t=7177
ru he 	如何	c=36 d=0.151506 t=7177
ru men 	入門	c=1 d=1.0471e-12 t=7177
ru xia 	如下	c=4 d=2.14217e-06 t=7177
ruan 	軟	c=3 d=1.32511e-07 t=7177
ruan jian 	軟件	c=7 d=0.000223148 t=7177
ruan li mian 	軟裏面	c=1 d=9.00784e-07 t=7177
ruan lu you 	軟路由	c=2 d=7.6846e-12 t=7177
rui jin 	瑞金	c=1 d=4.46465e-14 t=7177
sai che 	賽車	c=1 d=0.00416933 t=7177
san 	三	c=3 d=1.58333 t=7177
san fang 	三方	c=3 d=1.2317e-15 t=7177
san shi sui 	三十歲	c=1 d=1.71303e-09 t=7177
sao dang 	掃蕩	c=2 d=0.0519829 t=7177
sao du 	掃毒	c=5 d=8.08786e-05 t=7177
sao hei 	掃黑	c=1 d=0.00012341 t=7177
sha 	啥	c=9 d=0.250733 t=7177
sha 	殺	c=2 d=1.28295e-11 t=7177
sha lu 	殺戮	c=1 d=1.03936e-13 t=7177
shan 	山	c=2 d=4.22816e-11 t=7177
shan chu 	刪除	c=1 d=2.85911e-06 t=7177
shan shuo 	閃爍	c=2 d=1.35856e-09 t=7177
shan shuo 	閃鑠	c=1 d=6.72513e-10 t=7177
shang 	上	c=25 d=0.00131725 t=7177
shang hai 	上海	c=4 d=1.21023 t=7177
shang hai 	傷害	c=2 d=2.30889e-11 t=7177
shang mian 	上面	c=3 d=9.55849e-07 t=7177
shang ren 	上任	c=3 d=0.000271676 t=7177
shang yi 	上一	c=1 d=1.73892e-09 t=7177
shao 	少	c=2 d=3.0537e-08 t=7177
she ding 	設定	c=2 d=2.44792e-06 t=7177
she ji 	設計	c=12 d=1.324e-05 t=7177
she me 	什麼	c=4 d=1.12975e-06 t=7177
she qu 	社區	c=1 d=0.00923273 t=7177
she zhi 	設置	c=5 d=2.54003e-07 t=7177
shen 	沈	c=2 d=0.0330733 t=7177
shen kong 	深空	c=2 d=1.73128e-09 t=7177
shen me 	什麼	c=42 d=2.41205 t=7177
shen me yang 	什麼樣	c=1 d=2.58255e-15 t=7177
shen shang 	身上	c=1 d=1.26315e-13 t=7177
shen ti 	身體	c=2 d=1.45081e-15 t=7177
shen yang 	瀋陽	c=2 d=0.00627151 t=7177
shen zhen 	深圳	c=2 d=0.008271 t=7177
shen zhi 	甚至	c=3 d=0.00197173 t=7177
sheng 	生	c=2 d=0.0867669 t=7177
sheng 	聖	c=3 d=0.149053 t=7177
sheng bing 	生病	c=1 d=5.79034e-14 t=7177
sheng huo 	生活	c=2 d=0.0536744 t=7177
sheng ji 	升級	c=4 d=0.00973477 t=7177
sheng ming 	生命	c=3 d=0.000798386 t=7177
sheng mu 	聲母	c=1 d=2.1232e-05 t=7177
shi 	事	c=1 d=5.79133e-16 t=7177
shi 	式	c=2 d=3.39809e-12 t=7177
shi 	是	c=138 d=2.70945 t=7177
shi 	氏	c=1 d=0.141564 t=7177
shi bai 	失敗	c=1 d=3.30806e-16 t=7177
shi bing 	士兵	c=2 d=0.130445 t=7177
shi chu 	實處	c=2 d=0.000205361 t=7177
shi dai 	時代	c=3 d=0.000324906 t=7177
shi duan 	時段	c=2 d=4.82073e-05 t=7177
shi fang 	釋放	c=1 d=0.00704808 t=7177
shi fou 	是否	c=4 d=3.9051e-08 t=7177
shi guo 	試過	c=1 d=3.27514e-16 t=7177
shi he 	適合	c=2 d=0.0746518 t=7177
shi hou 	時候	c=4 d=0.460713 t=7177
shi hui 	石灰	c=1 d=0.00032718 t=7177
shi ji 	世紀	c=1 d=0.00392653 t=7177
shi ji 	史記	c=5 d=0.519087 t=7177
shi ji 	實際	c=1 d=0.000154549 t=7177
shi jia mou ni 	釋迦牟尼	c=6 d=2.1952e-10 t=7177
shi jian 	事件	c=1 d=4.14924e-05 t=7177
shi jian 	時間	c=13 d=0.412718 t=7177
shi jie 	世界	c=20 d=0.170116 t=7177
shi jie shang 	世界上	c=2 d=1.11724e-10 t=7177
shi kuang 	實況	c=2 d=3.24309e-10 t=7177
shi li 	實例	c=3 d=1.8485e-06 t=7177
shi pin 	視頻	c=6 d=0.644333 t=7177
shi qing 	事情	c=6 d=1.82094e-12 t=7177
shi san 	十三	c=1 d=1.5037e-05 t=7177
shi shi 	事實	c=4 d=2.10209e-10 t=7177
shi tai 	師太	c=1 d=1.80583e-12 t=7177
shi tai 	時態	c=1 d=1.81488e-12 t=7177
shi tong 	視同	c=1 d=2.78899e-08 t=7177
shi xian 	實現	c=6 d=1.7082e-06 t=7177
shi xian 	視線	c=1 d=1.8325e-08 t=7177
shi yi shi 	試一試	c=1 d=1.36789e-09 t=7177
shi yong 	使用	c=16 d=0.403088 t=7177
shi zai 	實在	c=2 d=1.2178e-07 t=7177
shi zi 	獅子	c=1 d=2.28382e-10 t=7177
shou 	受	c=3 d=0.000199415 t=7177
shou 	手	c=2 d=0.00419639 t=7177
shou 	首	c=1 d=0.229925 t=7177
shou dao 	受到	c=1 d=8.25667e-12 t=7177
shou dong 	手動	c=1 d=7.30286e-09 t=7177
shou duan 	手段	c=1 d=6.24238e-16 t=7177
shou ge 	收割	c=1 d=0.0141223 t=7177
shou ji 	手機	c=2 d=2.66152e-07 t=7177
shou ji 	收集	c=1 d=5.17291e-11 t=7177
shou shu 	手術	c=2 d=0.0536995 t=7177
shou xian 	首先	c=1 d=0.000620491 t=7177
shu 	數	c=4 d=0.573625 t=7177
shu 	書	c=19 d=0.697614 t=7177
shu 	樹	c=1 d=1.4605e-15 t=7177
shu biao 	鼠標	c=2 d=1.5763e-08 t=7177
shu ge 	書格	c=3 d=0.951624 t=7177
shu ju 	數據	c=7 d=1.76844e-09 t=7177
shu liang 	數量	c=3 d=0.000446085 t=7177
shu ru 	輸入	c=7 d=0.0128473 t=7177
shu ru fa 	輸入法	c=5 d=2.56295e-11 t=7177
shu ru kuang 	輸入框	c=3 d=2.39769e-08 t=7177
shu shang 	樹上	c=1 d=1.23494e-12 t=7177
shu shu 	叔叔	c=1 d=2.20527e-10 t=7177
shu xing 	屬性	c=1 d=0.40657 t=7177
shu ye 	樹葉	c=1 d=1.49e-15 t=7177
shua 	刷	c=3 d=0.000991514 t=7177
shuang 	雙	c=2 d=1.94599e-08 t=7177
shui 	誰	c=12 d=0.00198716 t=7177
shui ni 	水泥	c=1 d=0.000335463 t=7177
shui ping 	水平	c=2 d=2.01512e-08 t=7177
shui ran 	誰然	c=1 d=0.000441647 t=7177
shun 	順	c=6 d=0.509759 t=7177
shuo 	說	c=23 d=0.0023612 t=7177
si 	四	c=6 d=0.287515 t=7177
si 	死	c=6 d=0.12707 t=7177
si 	絲	c=3 d=3.90877e-05 t=7177
si fang 	私房	c=0 d=0.00146986 t=7177
si fang cai 	私房菜	c=1 d=0.0147723 t=7177
si ge 	四個	c=1 d=3.95844e-10 t=7177
si kao 	思考	c=1 d=3.55589e-13 t=7177
si le 	死了	c=1 d=5.42686e-16 t=7177
si shu 	四書	c=5 d=1.19976 t=7177
si wang 	死亡	c=3 d=2.84774e-10 t=7177
si yu 	死於	c=3 d=4.11132e-10 t=7177
song 	宋	c=1 d=0.268474 t=7177
sou 	搜	c=1 d=3.09987e-16 t=7177
sou suo 	搜索	c=3 d=1.17735e-09 t=7177
su 	肅	c=29 d=0.321779 t=7177
su bo er 	蘇泊爾	c=1 d=0.000340532 t=7177
sui 	歲	c=2 d=8.72496e-05 t=7177
sui ran 	雖然	c=4 d=0.000446337 t=7177
sui yi 	隨意	c=1 d=1.91222e-09 t=7177
suo yi 	所以	c=2 d=1.54202e-07 t=7177
suo yin 	索引	c=1 d=6.3019e-10 t=7177
suo you 	所有	c=7 d=1.36237e-06 t=7177
suo you ge 	所有格	c=3 d=1.49236e-14 t=7177
suo yu 	所欲	c=1 d=8.48327e-07 t=7177
ta 	他	c=19 d=0.124592 t=7177
ta 	它	c=17 d=0.00235981 t=7177
ta men 	他們	c=6 d=8.03721e-11 t=7177
ta men 	它們	c=2 d=0.000518303 t=7177
ta ren 	他人	c=1 d=4.47469e-11 t=7177
tai 	太	c=5 d=0.00111721 t=7177
tai 	臺	c=1 d=3.99755e-08 t=7177
tai kong bu 	太空步	c=1 d=2.18786e-05 t=7177
tai wan 	臺灣	c=9 d=0.0736558 t=7177
tan guan 	貪官	c=3 d=0.00292193 t=7177
tan ke 	坦克	c=8 d=2.43188e-08 t=7177
tan kuan 	談款	c=1 d=0.00267181 t=7177
tan lan 	貪婪	c=1 d=2.94819e-14 t=7177
tan suo 	探索	c=2 d=7.85614e-10 t=7177
tan tan 	談談	c=2 d=4.44224e-06 t=7177
tang 	湯	c=1 d=0.240508 t=7177
tang ping 	躺平	c=1 d=1.01301e-05 t=7177
tang song 	唐宋	c=1 d=0.241714 t=7177
tao bao 	淘寶	c=2 d=0.0198601 t=7177
te bie 	特別	c=3 d=1.52341e-06 t=7177
te shu 	特殊	c=4 d=1.79089e-09 t=7177
te xing 	特性	c=1 d=0.0216013 t=7177
te yi 	特意	c=1 d=2.31314e-13 t=7177
te zhong 	特種	c=1 d=1.64189e-10 t=7177
teng chu 	騰出	c=1 d=0.00694315 t=7177
teng xun 	騰訊	c=4 d=0.000291643 t=7177
ti 	體	c=1 d=1.14571e-12 t=7177
ti dai 	替代	c=2 d=0.0364504 t=7177
ti gao 	提高	c=1 d=1.05762e-12 t=7177
ti gong 	提供	c=5 d=0.00173805 t=7177
ti huan 	替換	c=2 d=1.71729e-14 t=7177
ti hui 	體會	c=2 d=0.000126534 t=7177
ti shi 	提示	c=4 d=0.58193 t=7177
ti wen 	提問	c=3 d=2.13125e-08 t=7177
ti xian 	體現	c=1 d=1.26948e-13 t=7177
ti yan 	體驗	c=4 d=4.94574e-06 t=7177
ti zhi 	體制	c=1 d=3.06851e-14 t=7177
tian 	天	c=2 d=0.970446 t=7177
tian cai 	天才	c=1 d=0.000220415 t=7177
tian jia 	添加	c=2 d=7.79331e-09 t=7177
tian tian 	天天	c=1 d=0.054204 t=7177
tian ya 	天涯	c=19 d=0.00696047 t=7177
tian yi 	天意	c=3 d=0.106761 t=7177
tian yi yun pan 	天意雲盤	c=4 d=0.0362696 t=7177
tiao lou 	跳樓	c=2 d=5.25584e-05 t=7177
tiao mu 	條目	c=3 d=1.4673e-06 t=7177
tiao sheng 	跳繩	c=1 d=0.00740944 t=7177
tong 	同	c=4 d=1.49535e-06 t=7177
tong bao 	同胞	c=1 d=0.000203468 t=7177
tong guo 	通過	c=5 d=2.32202e-13 t=7177
tong ji 	統計	c=1 d=1.07602e-09 t=7177
tong ku 	痛苦	c=1 d=1.10897e-11 t=7177
tong shi 	同時	c=2 d=0.000992831 t=7177
tong tai 	同臺	c=1 d=1.35124e-12 t=7177
tong yang 	同樣	c=2 d=1.18611e-08 t=7177
tong yi 	同一	c=1 d=1.68696e-05 t=7177
tong yi 	同意	c=2 d=7.01532e-07 t=7177
tong yi 	統一	c=2 d=0.41705 t=7177
tong zhi 	統治	c=1 d=0.000201444 t=7177
tou 	頭	c=1 d=3.38949e-08 t=7177
tu 	圖	c=6 d=1.01417e-14 t=7177
tu biao 	圖標	c=1 d=1.56155e-08 t=7177
tu ji 	突擊	c=2 d=3.95908e-08 t=7177
tu juan 	圖卷	c=1 d=0.135335 t=7177
tu pian 	圖片	c=1 d=1.92279e-15 t=7177
tu pu 	圖譜	c=1 d=0.000297529 t=7177
tu tu 	兔兔	c=5 d=0.0318904 t=7177
tu xing 	圖形	c=1 d=1.98067e-11 t=7177
tui huo 	退貨	c=1 d=0.108067 t=7177
tui jian 	推薦	c=15 d=1.17208e-08 t=7177
tui wei 	推諉	c=1 d=0.00752142 t=7177
tuo li 	脫離	c=2 d=0.000309102 t=7177
wa yong 	蛙泳	c=1 d=4.04817e-09 t=7177
wa zi 	襪子	c=1 d=0.0578443 t=7177
wai 	外	c=3 d=1.3656 t=7177
wai zai 	外在	c=1 d=8.38288e-14 t=7177
wan 	完	c=1 d=2.13421e-07 t=7177
wan 	萬	c=2 d=2.50997e-10 t=7177
wan cheng 	完成	c=2 d=1.85222e-12 t=7177
wan fan 	晚飯	c=2 d=4.43467e-14 t=7177
wan qi 	晚期	c=6 d=5.11487 t=7177
wan quan 	完全	c=3 d=5.94841e-06 t=7177
wan ren 	萬人	c=1 d=1.11955e-05 t=7177
wan shang 	晚上	c=1 d=9.05916e-15 t=7177
wan sui 	萬歲	c=1 d=2.29051e-15 t=7177
wan zheng 	完整	c=1 d=0.000459671 t=7177
wan zhuan 	玩轉	c=2 d=7.76154e-12 t=7177
wang 	王	c=12 d=2.00449 t=7177
wang 	網	c=1 d=1.89842e-12 t=7177
wang chao 	王朝	c=9 d=0.00803008 t=7177
wang diao 	忘掉	c=1 d=0.000717312 t=7177
wang hong 	網紅	c=2 d=1.77906e-05 t=7177
wang shang 	網上	c=3 d=0.00126215 t=7177
wang ye 	網頁	c=3 d=0.00588705 t=7177
wang zhan 	網站	c=9 d=0.00336182 t=7177
wei 	爲	c=11 d=0.000237991 t=7177
wei bei 	違背	c=1 d=3.99687e-06 t=7177
wei da 	偉大	c=2 d=7.01184e-11 t=7177
wei du 	維度	c=1 d=8.01401e-14 t=7177
wei er ji 	威爾基	c=1 d=9.38184e-15 t=7177
wei fan 	違反	c=2 d=3.99603e-06 t=7177
wei he 	爲何	c=1 d=4.47392e-09 t=7177
wei hu 	維護	c=2 d=5.83688e-08 t=7177
wei ji fen 	微積分	c=1 d=4.33196e-12 t=7177
wei ni 	爲你	c=1 d=0.00177315 t=7177
wei ren 	偉人	c=1 d=6.38171e-11 t=7177
wei sha 	爲啥	c=1 d=3.68957e-06 t=7177
wei shen me 	爲什麼	c=5 d=3.65286e-06 t=7177
wei xian 	危險	c=2 d=0.00167423 t=7177
wei xie 	威脅	c=1 d=0.00282287 t=7177
wei yi 	唯一	c=2 d=6.58641e-16 t=7177
wei zhi 	位置	c=10 d=2.62016e-06 t=7177
wen 	文	c=3 d=0.20249 t=7177
wen ben 	文本	c=13 d=4.9168e-06 t=7177
wen da 	問答	c=1 d=1.59391e-14 t=7177
wen hua 	文化	c=8 d=0.70571 t=7177
wen jian 	文件	c=31 d=0.453872 t=7177
wen jiu 	溫酒	c=1 d=9.14554e-09 t=7177
wen quan 	溫泉	c=1 d=0.0298969 t=7177
wen ti 	問題	c=15 d=0.000651907 t=7177
wen xian 	文獻	c=1 d=6.57606e-11 t=7177
wen zi 	文字	c=2 d=1.7288e-15 t=7177
wo 	我	c=110 d=0.159124 t=7177
wo men 	我們	c=10 d=3.71952e-06 t=7177
wo ye 	我也	c=1 d=4.83732e-16 t=7177
wo yong 	我用	c=1 d=2.46891e-15 t=7177
wu 	五	c=2 d=0.000207579 t=7177
wu 	無	c=2 d=5.47154e-16 t=7177
wu fa 	無法	c=10 d=0.092832 t=7177
wu fu hao 	無符號	c=1 d=0.0391639 t=7177
wu han 	武漢	c=2 d=5.12869e-05 t=7177
wu ke lan 	烏克蘭	c=3 d=1.76225e-08 t=7177
wu kong 	悟空	c=1 d=0.00402593 t=7177
wu li xue 	物理學	c=1 d=4.46389e-12 t=7177
wu lun 	無論	c=2 d=3.31716e-07 t=7177
wu ma 	無碼	c=3 d=3.83273e-05 t=7177
wu ren 	無人	c=3 d=1.33783e-07 t=7177
wu shi 	巫師	c=1 d=1.66241e-09 t=7177
wu xiao 	無效	c=4 d=0.463022 t=7177
wu xu 	戊戌	c=1 d=2.86602e-05 t=7177
wu ya 	烏鴉	c=1 d=2.60133e-12 t=7177
wu yun 	五蘊	c=1 d=9.64425e-16 t=7177
wu zhi 	無知	c=1 d=1.24455e-15 t=7177
wu zhong 	五種	c=4 d=8.43516e-15 t=7177
wu zhong 	物種	c=1 d=4.27852e-13 t=7177
xi 	習	c=3 d=0.00168186 t=7177
xi an 	西安	c=1 d=0.00600598 t=7177
xi gai 	膝蓋	c=1 d=0.980199 t=7177
xi guan 	習慣	c=5 d=0.00292657 t=7177
xi hong shi 	西紅柿	c=1 d=1.66325e-15 t=7177
xi huan 	喜歡	c=2 d=0.106992 t=7177
xi jin ping 	習近平	c=3 d=0.0499639 t=7177
xi nao 	洗腦	c=1 d=6.27367e-16 t=7177
xi qu 	吸取	c=1 d=1.59722e-09 t=7177
xi tong 	系統	c=14 d=0.00863984 t=7177
xi wang 	希望	c=9 d=0.00516455 t=7177
xi yi wei chang 	習以爲常	c=1 d=4.18083e-06 t=7177
xi you ji 	西遊記	c=1 d=0.227638 t=7177
xia 	下	c=6 d=5.62817e-07 t=7177
xia bu lai 	下不來	c=1 d=1.24113e-12 t=7177
xia jiang 	下降	c=1 d=1.23217e-15 t=7177
xia mian 	下面	c=15 d=2.39867e-05 t=7177
xia zai 	下載	c=6 d=0.758331 t=7177
xian 	先	c=5 d=3.01563e-06 t=7177
xian 	線	c=1 d=1.13431e-12 t=7177
xian chang 	現場	c=1 d=0.00763509 t=7177
xian dai 	現代	c=1 d=1.55081e-15 t=7177
xian ding ci 	限定詞	c=5 d=2.56401e-14 t=7177
xian er yi jian 	顯而易見	c=1 d=1.18591e-06 t=7177
xian ka 	顯卡	c=1 d=4.38533e-09 t=7177
xian shang 	線上	c=1 d=1.02919e-15 t=7177
xian shi 	顯示	c=5 d=0.0312715 t=7177
xian shi qi 	顯示器	c=4 d=0.0191587 t=7177
xian xiang 	現象	c=1 d=0.00625109 t=7177
xian you 	現有	c=1 d=7.89604e-16 t=7177
xian zai 	現在	c=8 d=0.00356988 t=7177
xian zhi 	限制	c=4 d=3.18561e-09 t=7177
xian zhuang 	線裝	c=1 d=0.0944202 t=7177
xiang 	像	c=9 d=5.37405e-06 t=7177
xiang 	向	c=2 d=0.000531403 t=7177
xiang 	想	c=18 d=0.123697 t=7177
xiang bi 	相比	c=1 d=0.00194986 t=7177
xiang dang 	相當	c=4 d=3.02681e-06 t=7177
xiang fa 	想法	c=1 d=1.47467e-11 t=7177
xiang guan 	相關	c=4 d=1.67948e-07 t=7177
xiang jin 	詳盡	c=1 d=3.28988e-10 t=7177
xiang mu 	項目	c=1 d=1.44872e-08 t=7177
xiang qi 	象棋	c=25 d=0.5836 t=7177
xiang yao 	想要	c=1 d=0.000854495 t=7177
xiao 	小	c=4 d=1.48531 t=7177
xiao dui 	小隊	c=2 d=3.97893e-08 t=7177
xiao guo 	效果	c=2 d=2.67612e-12 t=7177
xiao xue 	小學	c=1 d=4.02661e-05 t=7177
xiao yu 	小於	c=1 d=1.71776e-12 t=7177
xiao yuan 	校園	c=1 d=3.9387e-10 t=7177
xiao zhong 	小衆	c=1 d=5.64353e-06 t=7177
xie 	寫	c=22 d=0.27688 t=7177
xie dao 	寫到	c=1 d=4.55562e-16 t=7177
xie hui 	協會	c=1 d=1.90793e-12 t=7177
xie ming 	寫明	c=1 d=4.20465e-14 t=7177
xie xie 	謝謝	c=3 d=1.73341e-10 t=7177
xie yi ge 	寫一個	c=1 d=9.61935e-15 t=7177
